word,x,y
01,0.0219154557914,0.00113357445627
02,0.0227387514791,-0.00952603036385
03,0.011368125866,-0.00596041878591
04,0.0170518321296,-0.0210113580154
05,0.0126697972007,-0.00645902161821
06,0.00985483946109,-0.00533712323802
07,0.010065484749,-0.00322024255113
08,0.00493617785112,0.000747838584759
09,0.0040531039009,-0.000334957698052
10,0.0396867570836,-0.0429265707141
100,0.0182269722875,0.009639896562
101,0.00663159887524,0.00344813774022
102,0.0148349788321,0.00857294182211
104,0.00867182400032,0.00413032007197
105,0.00741142836965,0.00462976734534
107,0.0048952753041,0.00268589679133
11,0.00785317330979,0.000569192440354
111,0.00140154238515,0.000139560639415
12,0.0508480095751,-0.0226208875078
13,0.0404299213484,-0.00140483915241
14,0.0534583517368,-0.0164618999534
15,0.0450783774235,-0.0209562058273
16,0.0425963296739,-0.0254514115241
17,0.0418501808887,-0.0176675018464
18,0.0302914479317,-0.000408644369213
19,0.0365221192959,-0.0301509269405
20,0.0287885866036,-0.00455949632283
21,0.0662062556359,0.0137227846132
22,0.0391325572565,-0.0142315204697
23,0.0801156852732,-0.0429468017624
24,0.0818260641376,0.0598199338723
25,0.0487864835077,-0.0140787313928
26,0.0929200530514,0.0144371717475
27,0.00887730332953,-0.00885152503037
28,0.0828865860151,-0.0415984079008
29,0.060262157193,-0.0108400741874
30,0.079455516542,-0.0679402767536
31,0.0275632498585,-0.0275942323887
32,0.0717241136158,-0.0417836779294
33,0.0793217152458,-0.0221809656994
34,0.0325065388551,-0.0134267887986
35,0.0657227261177,-0.0179486992828
36,0.0293574388332,-0.0104358381767
37,0.0784660214624,-0.0241298998371
38,0.0246033281301,-0.00744558313095
39,0.0819920518409,0.0298646033208
40,0.0320224968241,-0.0202669479861
41,0.0584537772944,-0.000485736654057
42,0.0658671196342,0.0442977248378
43,0.023611347278,-0.00395402417091
44,0.0638720277034,0.0082233585573
45,0.0217313290786,-0.00570618469151
46,0.0716686911816,-0.0408512754701
47,0.0140011406451,-0.000559509655577
48,0.0822692595263,-0.041001026929
49,0.0126119798126,-0.00307874126145
50,0.0513399774101,-0.0111476944535
51,0.0671670537051,0.0410033034427
52,0.011473834055,0.00130730682556
53,0.0796313459532,-0.000845645346036
54,0.0214902640814,-0.00463062220545
55,0.0551073668843,0.0236410035932
56,0.0199749262043,-0.00723101897304
57,0.0548960260651,0.0269056330035
58,0.0161635728702,-0.00147141895601
59,0.0320076423766,-0.00500984675302
60,0.0511082209345,0.0134577344413
61,0.0207891470854,0.00459536132101
62,0.0496974515376,0.0322028812833
63,0.0127614396085,0.00205636621708
64,0.0419881897087,0.000152569623954
65,0.0170211249433,0.00299956926714
66,0.0378248782469,0.014434554624
67,0.00529984431578,0.000137510867072
68,0.0324668834557,0.0101340072008
69,0.0429206468737,-0.00379525868749
70,0.0116873286282,0.00194976927182
71,0.0327744109738,0.00923869144162
72,0.00530648957315,-0.00119173011199
73,0.040038624975,0.00626509785528
74,0.0114578749688,0.000615366891053
75,0.0271907827014,0.00566859725396
76,0.00626355257509,0.00336034874038
77,0.00932976247769,0.00247866569526
78,0.0203844170307,0.00611907944723
80,0.0300466386105,0.0109552595123
81,0.00884184641083,0.00382370096476
82,0.0322395582991,0.0131891871854
83,0.00569583482681,0.000788355089569
84,0.0232044799137,0.0128151850484
85,0.00586634878364,0.00292255655071
86,0.0151071787191,-0.00245133999395
87,0.033493310862,0.0175662722226
88,0.00595458155819,0.00277474599071
89,0.0219544434992,0.00457343691951
90,0.0143107914852,0.00362884051911
91,0.0251832948509,0.0139261835438
92,0.00543946015394,0.000605621614195
93,0.0267225067312,0.010122760359
94,0.00787722413427,0.00228438308661
95,0.0200183326418,0.0105156516946
96,0.0229125685653,0.0062550907029
97,0.00401408232353,0.00133792336819
98,0.032715477558,0.0235550819147
99,0.00567009672711,0.00276161749204
caused,0.304950979862,-0.00396715751317
critical,0.134106894772,-0.208442258041
delay,0.304278522042,-0.00514825097243
entered,0.00746702274031,0.939377230266
explain,0.00112081974417,-0.00182524908945
max,0.304095020098,-0.0054051995252
min,0.304095020098,-0.0054051995252
mph,0.269960540841,-0.0399981597788
precipitation,0.304095020098,-0.0054051995252
previous,0.00427597563149,-0.00724368931692
temperature,0.304095020098,-0.0054051995252
weather,0.299676433788,0.189352387555
wind,0.304095020098,-0.0054051995252
